name,total,urban,rural,ct,fraction
BE0 0,1481.365696082056,1518.7004503118183,10.941661286650039,BE,0.1422218074818682
BE0 1,4649.126947856696,4761.693149742594,10.662264329847897,BE,0.4463497700031895
BE0 2,1107.7329541679119,1189.5941988980433,1.9207033772297681,BE,0.10635036531874921
BE0 3,488.53973036203575,439.351533000744,53.099663179197414,BE,0.046903343085747104
BE0 4,2689.1175963135274,2911.348763502409,23.09985733255275,BE,0.258174714110446
